Symbol,MyID,Name,IsETF
PGR,5865,Progressive Corp.,0
PH,5870,Parker-Hannifin Corp.,0
PHM,5881,PulteGroup Inc,0
PHX,5885,PHX Minerals Inc - Class A,0
PKG,5913,Packaging Corp Of America,0
PKI,5914,"Perkinelmer, Inc.",0
PLD,5925,Prologis Inc,0
PM,5944,Philip Morris International Inc,0
PNC,5961,PNC Financial Services Group Inc,0
PNR,5972,Pentair plc,0
PNW,5977,Pinnacle West Capital Corp.,0
POOL,5981,Pool Corporation,0
PPG,5991,"PPG Industries, Inc.",0
PPL,5996,PPL Corp,0
PRLB,6025,Proto Labs Inc,0
PRNT,6029,ARK Investment Management LLC - ARK 3D Printing ETF,0
PRT,10306,PermRock Royalty Trust - Unit,0
PRTA,6036,Prothena Corporation plc,0
PRU,6041,Prudential Financial Inc.,0
PRVB,10587,Provention Bio Inc,0
PSA,6043,Public Storage,0
PSX,6096,Phillips 66,0
PTC,6098,PTC Inc,0
PTCT,6099,PTC Therapeutics Inc,0
PTGX,6103,Protagonist Therapeutics Inc,0
PVL,10777,Permianville Royalty Trust - Unit,0
PWR,6143,"Quanta Services, Inc.",0
PXD,6147,Pioneer Natural Resources Co.,0
PYPL,6166,PayPal Holdings Inc,0
PZG,6174,Paramount Gold Nevada Corp,0
QCOM,6190,"Qualcomm, Inc.",0
QQQ,6224,Invesco Capital Management LLC - Invesco QQQ Trust Series 1,0
QRVO,6230,Qorvo Inc,0
QTRX,9737,Quanterix Corp,0
QUAL,6240,BlackRock Institutional Trust Company N.A. - iShares MSCI USA Quality Factor ETF,0
QURE,6244,uniQure N.V.,0
R,6256,"Ryder System, Inc.",0
RARE,6265,Ultragenyx Pharmaceutical Inc.,0
RCKT,9815,Rocket Pharmaceuticals Inc,0
RCL,6291,Royal Caribbean Group,0
RCUS,10156,Arcus Biosciences Inc,0
RDHL,6299,Redhill Biopharma - ADR,0
RE,6311,Everest Re Group Ltd,0
REG,6316,Regency Centers Corporation,0
REGN,6320,"Regeneron Pharmaceuticals, Inc.",0
REI,6321,Ring Energy Inc,0
REPL,10582,Replimune Group Inc,0
RETA,6338,Reata Pharmaceuticals Inc - Class A,0
RF,6348,Regions Financial Corp.,0
RGEN,6369,Repligen Corp.,0
RGNX,6373,Regenxbio Inc,0
RHI,6379,Robert Half International Inc.,0
RIGL,6390,Rigel Pharmaceuticals,0
RJF,6400,"Raymond James Financial, Inc.",0
RL,6405,Ralph Lauren Corp - Class A,0
RMD,6419,Resmed Inc.,0
ROK,6447,Rockwell Automation Inc,0
ROKU,9405,Roku Inc - Class A,0
ROL,6449,"Rollins, Inc.",0
ROP,6454,Roper Technologies Inc,0
ROST,6460,"Ross Stores, Inc.",0
RRC,6476,Range Resources Corp,0
RSG,6483,"Republic Services, Inc.",0
RSP,6488,Invesco Capital Management LLC - Invesco S&P 500 Equal Weight ETF,0
RTX,14952,Raytheon Technologies Corporation,0
RVNC,6514,Revance Therapeutics Inc,0
RYTM,9431,Rhythm Pharmaceuticals Inc.,0
SAGE,6565,Sage Therapeutics Inc,0
SBAC,6592,SBA Communications Corp - Class A,0
SBNY,6614,Signature Bank,0
SBOW,8410,SilverBow Resources Inc,0
SBR,6618,Sabine Royalty Trust - Unit,0
SBUX,6623,Starbucks Corp.,0
SCCO,6632,Southern Copper Corporation,0
SCHA,6644,Schwab Strategic Trust - Schwab U.S. Small-Cap ETF,0
SCHB,6645,Schwab Strategic Trust - Schwab U.S. Broad Market ETF,0
SCHD,6647,Schwab Strategic Trust - Schwab US Dividend Equity ETF,0
SCHF,6649,Schwab Strategic Trust - Schwab International Equity ETF,0
SCHG,6650,Schwab Strategic Trust - Schwab U.S. Large-Cap Growth ETF,0
SCHP,6656,Schwab Strategic Trust - Schwab U.S. Tips ETF,0
SCHW,6659,Charles Schwab Corp.,0
SCHX,6663,Schwab Strategic Trust - Schwab U.S. Large-Cap ETF,0
SD,6691,Sandridge Energy Inc New,0
SDY,6704,SPDR Series Trust - SPDR Dividend ETF,0
SE,9511,Sea Ltd - ADR,0
SEDG,6710,Solaredge Technologies Inc,0
SEE,6711,Sealed Air Corp.,0
SELB,6715,Selecta Biosciences Inc,0
SGEN,6748,Seagen Inc,0
SGMO,6755,Sangamo Therapeutics Inc,0
SHOP,6787,Shopify Inc - Class A,0
SHV,6792,BlackRock Institutional Trust Company N.A. - iShares Short Treasury Bond ETF,0
SHW,6793,Sherwin-Williams Co.,0
SHY,6794,BlackRock Institutional Trust Company N.A. - iShares 1-3 Year Treasury Bond ETF,0
SIGA,10179,SIGA Technologies Inc,0
SIRI,6817,Sirius XM Holdings Inc,0
SIVB,6820,SVB Financial Group,0
SJM,6828,J.M. Smucker Co.,0
SJT,6831,San Juan Basin Royalty Trust - Unit,0
SLB,6845,SLB,0
SM,6870,SM Energy Co,0
SNA,6905,"Snap-on, Inc.",0
SNAP,6907,Snap Inc - Class A,0
SNDX,6914,Syndax Pharmaceuticals Inc,0
SNMP,8498,Evolve Transition Infrastructure LP - Unit,0
SNPS,6932,"Synopsys, Inc.",0
SO,6940,Southern Company,0
SPG,6976,"Simon Property Group, Inc.",0
SPGI,6977,S&P Global Inc,0
SPLK,6988,Splunk Inc,0
SPOT,10226,Spotify Technology S.A.,0
SPPI,7002,"Spectrum Pharmaceuticals, Inc.",0
SPR,7004,Spirit Aerosystems Holdings Inc - Class A,0
SPRO,9577,Spero Therapeutics Inc,0
SPY,7025,SSgA Active Trust - SPDR S&P 500 ETF Trust,0
SPYG,7028,SPDR Series Trust - SPDR Portfolio S&P 500 Growth ETF,0
SQ,7031,Block Inc - Class A,0
SRE,7045,Sempra Energy,0
SRPT,7054,Sarepta Therapeutics Inc,0
SRRK,10377,Scholar Rock Holding Corp,0
SSYS,7091,Stratasys Ltd,0
STE,7110,Steris Plc,0
STNE,10971,StoneCo Ltd - Class A,0
STRO,10836,Sutro Biopharma Inc,0
STT,7145,State Street Corp.,0
STX,7152,Seagate Technology Holdings Plc,0
STZ,7153,Constellation Brands Inc - Class A,0
SUPN,7165,Supernus Pharmaceuticals Inc,0
SURF,10269,Surface Oncology Inc,0
SWK,7179,Stanley Black & Decker Inc,0
SWKS,7180,"Skyworks Solutions, Inc.",0
SWN,7182,Southwestern Energy Company,0
SWX,7184,Southwest Gas Holdings Inc,0
SYF,7194,Synchrony Financial,0
SYK,7196,Stryker Corp.,0
SYRS,7207,Syros Pharmaceuticals Inc.,0
SYY,7212,Sysco Corp.,0
T,7216,"AT&T, Inc.",0
TALO,10331,Talos Energy Inc,0
TAP,7233,Molson Coors Beverage Company - Class B,0
TBPH,7248,Theravance Biopharma Inc,0
TDG,7286,Transdigm Group Incorporated,0
TDOC,7290,Teladoc Health Inc,0
TDY,7295,Teledyne Technologies Inc,0
TEAM,7296,Atlassian Corporation - Class A,0
TECH,7299,Bio-Techne Corp,0
TEL,7308,TE Connectivity Ltd - Registered Shares,0
TER,7314,"Teradyne, Inc.",0
TFC,14623,Truist Financial Corporation,0
TFX,7326,Teleflex Incorporated,0
TGT,7340,Target Corp,0
TIP,7370,BlackRock Institutional Trust Company N.A. - iShares TIPS Bond ETF,0
TJX,7379,"TJX Companies, Inc.",0
TLT,7398,BlackRock Institutional Trust Company N.A. - iShares 20+ Year Treasury Bond ETF,0
TMO,7408,Thermo Fisher Scientific Inc.,0
TMUS,7412,T-Mobile US Inc,0
TPL,7449,Texas Pacific Land Corporation,0
TPR,9555,Tapestry Inc,0
TRMB,7473,Trimble Inc,0
TROW,7484,T. Rowe Price Group Inc.,0
TRV,7498,Travelers Companies Inc.,0
TSCO,7506,Tractor Supply Co.,0
TSLA,7510,Tesla Inc,0
TSN,7514,"Tyson Foods, Inc. - Class A",0
TT,14876,Trane Technologies plc - Class A,0
TTI,7531,"Tetra Technologies, Inc.",0
TTWO,7540,"Take-Two Interactive Software, Inc.",0
TVTX,16098,Travere Therapeutics Inc,0
TWLO,7561,Twilio Inc Class A,0
TWOU,7570,2U Inc,0
TWST,10991,Twist Bioscience Corp,0
TXN,7575,Texas Instruments Inc.,0
TXT,7577,Textron Inc.,0
TYL,7584,"Tyler Technologies, Inc.",0
UAL,7594,United Airlines Holdings Inc,0
UBX,10314,Unity Biotechnology Inc,0
UDR,7630,UDR Inc,0
UHS,7651,"Universal Health Services, Inc. - Class B",0
ULTA,7661,Ulta Beauty Inc,0
UNH,7677,Unitedhealth Group Inc,0
UNP,7681,Union Pacific Corp.,0
UPS,7690,"United Parcel Service, Inc. - Class B",0
URGN,8403,UroGen Pharma Ltd,0
URI,7698,"United Rentals, Inc.",0
USB,7711,U.S. Bancorp.,0
USMV,7731,BlackRock Institutional Trust Company N.A. - iShares MSCI USA Min Vol Factor ETF,0
UTHR,7743,United Therapeutics Corp,0
V,7768,Visa Inc - Class A,0
VB,7778,"Vanguard Group, Inc. - Vanguard Small Cap ETF",0
VBK,7782,"Vanguard Group, Inc. - Vanguard Small Cap Growth ETF",0
VBR,7785,"Vanguard Group, Inc. - Vanguard Small Cap Value ETF",0
VCIT,7790,"Vanguard Group, Inc. - Vanguard Intermediate-Term Corporate Bond ETF",0
VCSH,7795,"Vanguard Group, Inc. - Vanguard Short-Term Corporate Bond ETF",0
VCYT,7797,Veracyte Inc,0
VDE,7799,"Vanguard Group, Inc. - Vanguard Energy ETF",0
VEA,7802,"Vanguard Group, Inc. - Vanguard FTSE Developed Markets ETF",0
VEEV,7809,Veeva Systems Inc - Class A,0
VEU,7816,"Vanguard Group, Inc. - Vanguard FTSE All-World ex-US ETF",0
VFC,7817,VF Corp.,0
VGK,7823,"Vanguard Group, Inc. - Vanguard FTSE Europe ETF",0
VGT,7828,"Vanguard Group, Inc. - Vanguard Information Technology ETF",0
VGZ,7829,Vista Gold Corp.,0
VHT,7832,"Vanguard Group, Inc. - Vanguard Health Care ETF",0
VICI,10103,VICI Properties Inc,0
VIG,7839,"Vanguard Group, Inc. - Vanguard Dividend Appreciation FTF",0
VLO,7864,Valero Energy Corp.,0
VLUE,7870,BlackRock Institutional Trust Company N.A. - iShares MSCI USA Value Factor ETF,0
VMBS,7875,"Vanguard Group, Inc. - Vanguard Mortgage-Backed Securities ETF",0
VMC,7876,Vulcan Materials Co,0
VNDA,7883,Vanda Pharmaceuticals Inc,0
VNO,7887,Vornado Realty Trust,0
VNQ,7893,"Vanguard Group, Inc. - Vanguard Real Estate Index Fund ETF",0
VO,7897,"Vanguard Group, Inc. - Vanguard Mid-Cap ETF",0
VOC,7898,VOC Energy Trust - Unit,0
VOE,7900,"Vanguard Group, Inc. - Vanguard Mid-Cap Value ETF",0
VOO,7904,"Vanguard Group, Inc. - Vanguard S&P 500 ETF",0
VRNA,7923,Verona Pharma Plc - ADR,0
VRSK,7928,Verisk Analytics Inc,0
VRSN,7929,Verisign Inc.,0
VRTX,7934,"Vertex Pharmaceuticals, Inc.",0
VSTM,7946,Verastem Inc,0
VT,7948,"Vanguard Group, Inc. - Vanguard Total World Stock ETF",0
VTI,7953,"Vanguard Group, Inc. - Vanguard Total Stock Market ETF",0
VTIP,7954,Vanguard Malvern Funds - Vanguard Short-Term Inflation-Protected Securities Index Fund,0
VTR,7958,Ventas Inc,0
VTV,7961,"Vanguard Group, Inc. - Vanguard Value ETF",0
VUG,7966,"Vanguard Group, Inc. - Vanguard Growth ETF",0
VUZI,7968,Vuzix Corporation,0
VV,7969,"Vanguard Group, Inc. - Vanguard Large Cap ETF",0
VWO,7976,"Vanguard Group, Inc. - Vanguard FTSE Emerging Markets ETF",0
VXF,7979,"Vanguard Group, Inc. - Vanguard Extended Market Index ETF",0
VXUS,7980,"Vanguard Group, Inc. - Vanguard Total International Stock ETF",0
VYGR,7983,Voyager Therapeutics Inc,0
VYM,7984,"Vanguard Group, Inc. - Vanguard High Dividend Yield Indx ETF",0
VZ,7986,Verizon Communications Inc,0
WAB,7990,Westinghouse Air Brake Technologies Corp,0
WAT,8000,Waters Corp.,0
WBA,8004,Walgreens Boots Alliance Inc,0
WDAY,8032,Workday Inc - Class A,0
WDC,8033,Western Digital Corp.,0
WEC,8044,WEC Energy Group Inc,0
WELL,10128,Welltower Inc.,0
WFC,8055,Wells Fargo & Co.,0
WHR,8086,Whirlpool Corp.,0
WM,8112,"Waste Management, Inc.",0
WMB,8114,Williams Cos Inc,0
WMT,8123,Walmart Inc,0
WRB,8146,W.R. Berkley Corp.,0
WRK,8154,WestRock Co,0
WST,8167,"West Pharmaceutical Services, Inc.",0
WTI,8175,W & T Offshore Inc,0
WTW,20389,Willis Towers Watson Public Limited Co,0
WVE,8188,Wave Life Sciences Ltd.,0
WY,8195,Weyerhaeuser Co.,0
WYNN,8201,Wynn Resorts Ltd.,0
XBIT,8207,XBiotech Inc,0
XEL,8215,"Xcel Energy, Inc.",0
XENE,8217,Xenon Pharmaceuticals Inc,0
XLC,10453,SSgA Active Trust - Communication Services Select Sector SPDR Fund,0
XLE,8238,SSgA Active Trust - The Energy Select Sector SPDR Fund,0
XLF,8239,SSgA Active Trust - Financial Select Sector SPDR,0
XLI,8241,SSgA Active Trust - Industrial Select Sector SPDR,0
XLK,8242,SSgA Active Trust - Technology Select Sector SPDR ETF,0
XLV,8248,SSgA Active Trust - Health Care Select Sector SPDR,0
XLY,8249,SSgA Active Trust - Consumer Discretionary Select Sector SPDR,0
XNCR,8255,Xencor Inc,0
XOM,8259,Exxon Mobil Corp.,0
XPL,8267,Solitario Zinc Corp,0
XRAY,8272,DENTSPLY Sirona Inc,0
XYL,8299,Xylem Inc,0
YMAB,10815,Y-Mabs Therapeutics Inc,0
YUM,8325,Yum Brands Inc.,0
Z,8332,Zillow Group Inc - Class C,0
ZBH,8340,Zimmer Biomet Holdings Inc,0
ZBRA,8344,Zebra Technologies Corp. - Class A,0
ZION,8355,Zions Bancorporation N.A,0
ZLAB,9367,Zai Lab Limited - ADR,0
ZS,10167,Zscaler Inc,0
ZTS,8376,Zoetis Inc - Class A,0
ZYME,8384,Zymeworks BC Inc,0
